1,0,1,0,1,0,3,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,3,1,3,3,3,1,3,1,3,1
1,3,3,3,1,3,1,3,1,3,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,3,0,1
1,0,1,0,1,0,1,0,1,0,3,0,3,0,3,0,3,0,3,0,3,0,3,1,3,1,3,1,3,1,3,1
1,3,1,3,1,3,1,3,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,0,1,0,1,0,1,0,1
1,0,1,0,3,0,1,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,1,3,3,3,1,3,1
1,3,1,3,1,3,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,0,1,0,1,0,1
1,0,1,0,1,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,1,3,1,3,1
1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
1,0,1,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,1,3,1
1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,0,1
1,4,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,4,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
n,n,w,n,n,n,w,w,n,n,w,w,w,n,n,e,e,n,n,w,w,w,w,w,n,n,w,w,w
e,n,n,e,n,n,n,e,e,n,n,e,e,e,e,n,n,w,w,w,n,n,e,e,e,e,e,e,n,n
w,n,n,w,w,w,s,s,w,w,w,s,w,w,s,s,s,s,s,w,w,s,s,s,s,w,w,s,s,s,s,e,e,e,s,s,w,w,w

1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,4,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,4,1
1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1
1,3,3,0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,1
1,3,1,1,1,3,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
1,0,1,1,1,0,1,1,1,1,3,1,1,1,3,1,3,0,3,0,3,0,1,1,3,1,1,1,1,1,3,1
1,3,0,1,1,3,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,3,1,1,0,1,1,1,1,1,0,1
1,1,3,1,1,3,1,1,1,1,0,3,0,3,0,1,3,0,3,0,3,0,3,0,3,0,3,0,1,1,3,1
1,1,0,1,1,3,0,3,0,1,0,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,3,1
1,1,3,1,1,1,1,1,3,1,3,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,3,1,1,3,1
1,1,0,3,0,1,1,1,0,1,0,1,1,1,3,1,1,3,1,3,0,3,0,3,0,1,1,3,1,1,0,1
1,1,3,1,3,1,1,1,3,0,3,1,1,1,0,1,1,0,1,0,1,1,1,1,3,1,1,0,1,1,3,1
1,1,3,1,0,1,1,1,0,1,0,1,0,3,0,5,0,3,0,3,1,1,1,1,0,3,0,3,1,1,3,1
1,1,3,1,3,1,1,1,3,1,3,1,3,1,1,2,1,1,3,1,1,1,1,1,3,1,1,3,1,1,3,1
1,3,0,1,3,1,1,1,0,1,0,1,0,1,6,7,8,1,0,1,0,3,0,1,0,1,1,3,0,3,0,1
1,0,1,1,0,3,0,0,3,1,3,1,3,1,1,1,1,1,3,1,3,1,3,1,3,1,1,0,1,1,3,1
1,3,1,1,1,1,1,1,1,1,0,1,0,3,0,3,0,3,0,1,0,1,0,1,0,3,3,3,1,1,3,1
1,3,1,1,1,1,1,1,1,0,3,3,3,1,1,0,1,1,3,1,3,0,3,1,3,1,1,1,1,1,3,1
1,3,0,3,3,3,0,3,3,3,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,3,3,3,0,3,0,1
1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,3,0,3,1,3,0,3,1,3,1,0,1,3,1
1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,3,3,1,3,1
1,3,3,0,3,3,3,0,1,0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,1,3,1,3,1,0,1
1,1,1,3,1,1,1,3,1,3,1,1,1,3,1,0,1,1,1,3,1,1,1,1,0,1,0,3,0,1,3,1
1,1,1,0,1,1,1,3,1,0,1,1,1,0,1,3,0,3,1,0,1,1,1,1,3,1,1,1,1,1,0,1
1,1,1,3,1,1,1,3,0,3,1,1,1,3,1,1,1,0,1,3,1,3,0,3,0,3,0,3,3,3,3,1
1,1,1,0,1,1,1,1,1,0,1,1,1,0,3,0,3,0,3,0,3,0,1,1,0,1,1,1,0,1,1,1
1,1,1,3,0,3,0,3,1,3,0,3,0,0,1,1,0,1,1,1,1,1,3,0,3,1,1,1,3,1,1,1
1,1,1,0,1,1,1,0,1,1,1,1,1,3,1,1,3,1,0,3,0,1,0,1,1,1,1,1,0,1,1,1
1,3,0,3,0,3,0,3,0,3,1,1,1,0,3,1,0,1,3,1,3,0,3,1,0,3,0,3,0,1,1,1
1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,3,1,0,1,1,1,1,1,3,1,1,1,1,1,1,1
1,4,0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,0,3,4,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
n,n,w,n,n,n,n,n,n,n,n,n,e,n,n,w,w,w,w,w,w,w,w,w,w,w,w,w,w
e,n,n,e,e,n,n,n,n,n,e,e,e,e,e,e,e,n,n,n,n,e,e,e,n,n,e,e,e
w,n,n,w,w,w,s,s,s,s,e,e,e,s,s,s,s,s,w,w,s,s,s,s,e,e,e,s,s,s,s,s,e,e,e,e,e,e,e,e

1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,4,0,0,0,3,1,1,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,1,1,3,0,0,0,4,1
1,0,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,0,1
1,0,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,0,1
1,0,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,0,1
1,0,1,1,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,1,1,1,0,1
1,0,1,1,1,3,1,3,3,3,3,3,3,1,1,1,1,1,3,3,3,3,3,3,1,1,3,1,1,1,0,1
1,3,3,3,3,3,3,3,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,3,3,3,3,3,3,3,3,1
1,0,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,0,1
1,0,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,0,1
1,0,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,0,1
1,0,1,1,1,1,1,3,1,1,1,1,0,0,0,5,0,0,0,1,1,1,1,3,1,1,1,1,1,1,0,1
1,3,3,3,3,3,3,3,3,3,1,1,0,1,1,2,1,1,0,1,1,3,3,3,3,3,3,3,3,3,3,1
1,1,1,3,1,1,1,1,1,3,1,1,0,1,6,7,8,1,0,1,1,3,1,1,1,1,1,3,1,1,0,1
1,1,1,3,1,1,1,1,1,3,1,1,0,1,1,1,1,1,0,1,1,3,1,1,1,1,1,3,1,1,0,1
1,1,1,3,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,3,1,1,0,1
1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,0,1,1,1,1,1,3,1,1,1,1,1,3,1,1,0,1
1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,0,1,1,1,1,1,3,1,1,1,1,1,3,1,1,0,1
1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,0,1,1,1,1,1,3,1,1,1,1,1,3,1,1,0,1
1,3,3,3,3,3,3,3,3,3,3,3,1,1,1,0,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1
1,0,1,1,1,1,1,3,1,1,1,3,1,1,1,0,1,1,1,3,1,1,1,0,1,1,1,1,1,1,0,1
1,0,1,1,1,1,1,3,1,1,1,3,1,1,1,0,1,1,1,3,1,1,1,0,1,1,1,1,1,1,0,1
1,0,1,1,1,1,1,3,1,1,1,3,1,1,1,0,1,1,1,3,1,1,1,0,1,1,1,1,1,1,0,1
1,0,1,1,1,1,1,3,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,0,1,1,1,1,1,1,0,1
1,3,3,3,3,3,3,3,3,3,3,3,1,3,1,1,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,1
1,0,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,0,1
1,0,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,0,1
1,0,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,0,1
1,0,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,0,1
1,0,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,0,1
1,4,0,0,0,3,1,1,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,1,1,3,0,0,0,4,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
n,n,w,w,w,n,n,n,n,n,w,w,w,w,w,s,w,w,n,n,n,n,n,n,w,w,w,w
e,n,n,e,e,e,n,n,n,n,n,e,e,e,e,e,s,e,e,e,n,n,n,n,n,n,e,e,e,e
w,n,n,e,e,e,s,s,s,s,e,e,e,s,s,s,s,e,e,s,s,s,s,s,e,e,e,s,s,s,s,s,s,e,e,e,e

